,일시,계절,공휴일,근무일,날씨,기온,체감기온,습도,풍속,비회원이용자수,회원이용자수,이용자수,연도,월,일,시각,요일
471,2011-02-02 17:00:00,봄,공휴일 아님,근무일,좋음,14.76,15.91,53,35.0008,7,183,190,2011,2,2,17,수
472,2011-02-02 18:00:00,봄,공휴일 아님,근무일,좋음,13.94,14.395,42,36.9974,7,175,182,2011,2,2,18,수
473,2011-02-02 19:00:00,봄,공휴일 아님,근무일,좋음,11.48,12.12,45,32.9975,3,88,91,2011,2,2,19,수
474,2011-02-02 20:00:00,봄,공휴일 아님,근무일,좋음,9.84,9.85,48,36.9974,4,71,75,2011,2,2,20,수
475,2011-02-02 21:00:00,봄,공휴일 아님,근무일,좋음,9.02,9.85,47,22.0028,1,62,63,2011,2,2,21,수
476,2011-02-02 22:00:00,봄,공휴일 아님,근무일,좋음,9.02,10.605,44,16.9979,5,35,40,2011,2,2,22,수
477,2011-02-02 23:00:00,봄,공휴일 아님,근무일,좋음,8.2,8.335,44,30.0026,3,29,32,2011,2,2,23,수
478,2011-02-03 00:00:00,봄,공휴일 아님,근무일,좋음,8.2,8.335,40,30.0026,1,11,12,2011,2,3,0,목
479,2011-02-03 01:00:00,봄,공휴일 아님,근무일,좋음,8.2,7.575,44,35.0008,0,5,5,2011,2,3,1,목
480,2011-02-03 02:00:00,봄,공휴일 아님,근무일,좋음,7.38,8.335,43,16.9979,0,2,2,2011,2,3,2,목
481,2011-02-03 03:00:00,봄,공휴일 아님,근무일,좋음,7.38,8.335,43,16.9979,0,1,1,2011,2,3,3,목
482,2011-02-03 05:00:00,봄,공휴일 아님,근무일,좋음,6.56,6.82,50,19.9995,0,2,2,2011,2,3,5,목
483,2011-02-03 06:00:00,봄,공휴일 아님,근무일,좋음,6.56,6.82,43,23.9994,0,39,39,2011,2,3,6,목
484,2011-02-03 07:00:00,봄,공휴일 아님,근무일,좋음,5.74,6.06,50,22.0028,1,86,87,2011,2,3,7,목
485,2011-02-03 08:00:00,봄,공휴일 아님,근무일,좋음,5.74,6.06,50,23.9994,4,184,188,2011,2,3,8,목
486,2011-02-03 09:00:00,봄,공휴일 아님,근무일,좋음,6.56,6.82,47,19.9995,6,127,133,2011,2,3,9,목
487,2011-02-03 10:00:00,봄,공휴일 아님,근무일,좋음,7.38,7.575,43,22.0028,2,50,52,2011,2,3,10,목
488,2011-02-03 11:00:00,봄,공휴일 아님,근무일,좋음,7.38,6.82,43,30.0026,9,55,64,2011,2,3,11,목
489,2011-02-03 12:00:00,봄,공휴일 아님,근무일,좋음,8.2,9.09,40,23.9994,2,67,69,2011,2,3,12,목
490,2011-02-03 13:00:00,봄,공휴일 아님,근무일,좋음,8.2,8.335,40,27.9993,4,47,51,2011,2,3,13,목
491,2011-02-03 14:00:00,봄,공휴일 아님,근무일,좋음,9.02,9.85,37,26.0027,4,43,47,2011,2,3,14,목
492,2011-02-03 15:00:00,봄,공휴일 아님,근무일,좋음,9.02,9.85,37,22.0028,4,56,60,2011,2,3,15,목
493,2011-02-03 16:00:00,봄,공휴일 아님,근무일,좋음,9.02,10.605,37,16.9979,5,73,78,2011,2,3,16,목
494,2011-02-03 17:00:00,봄,공휴일 아님,근무일,좋음,8.2,9.85,40,12.998,5,170,175,2011,2,3,17,목
495,2011-02-03 18:00:00,봄,공휴일 아님,근무일,좋음,8.2,10.605,40,11.0014,2,145,147,2011,2,3,18,목
496,2011-02-03 19:00:00,봄,공휴일 아님,근무일,좋음,8.2,12.88,40,0.0,4,92,96,2011,2,3,19,목
497,2011-02-03 20:00:00,봄,공휴일 아님,근무일,좋음,8.2,11.365,47,6.0032,1,108,109,2011,2,3,20,목
498,2011-02-03 21:00:00,봄,공휴일 아님,근무일,좋음,7.38,10.605,55,7.0015,1,53,54,2011,2,3,21,목
499,2011-02-03 22:00:00,봄,공휴일 아님,근무일,좋음,7.38,10.605,51,6.0032,2,39,41,2011,2,3,22,목
500,2011-02-03 23:00:00,봄,공휴일 아님,근무일,좋음,8.2,11.365,47,7.0015,4,34,38,2011,2,3,23,목
501,2011-02-04 00:00:00,봄,공휴일 아님,근무일,약간 흐림,8.2,12.88,44,0.0,3,10,13,2011,2,4,0,금
502,2011-02-04 01:00:00,봄,공휴일 아님,근무일,약간 흐림,6.56,11.365,59,0.0,0,7,7,2011,2,4,1,금
503,2011-02-04 02:00:00,봄,공휴일 아님,근무일,약간 흐림,5.74,8.335,63,7.0015,0,1,1,2011,2,4,2,금
504,2011-02-04 03:00:00,봄,공휴일 아님,근무일,약간 흐림,5.74,8.335,63,7.0015,0,1,1,2011,2,4,3,금
505,2011-02-04 05:00:00,봄,공휴일 아님,근무일,약간 흐림,5.74,7.575,63,8.9981,0,7,7,2011,2,4,5,금
506,2011-02-04 06:00:00,봄,공휴일 아님,근무일,약간 흐림,6.56,11.365,55,0.0,2,26,28,2011,2,4,6,금
507,2011-02-04 07:00:00,봄,공휴일 아님,근무일,좋음,5.74,10.605,59,0.0,0,87,87,2011,2,4,7,금
508,2011-02-04 08:00:00,봄,공휴일 아님,근무일,좋음,5.74,7.575,74,8.9981,3,217,220,2011,2,4,8,금
509,2011-02-04 09:00:00,봄,공휴일 아님,근무일,약간 흐림,6.56,9.09,80,8.9981,3,124,127,2011,2,4,9,금
510,2011-02-04 10:00:00,봄,공휴일 아님,근무일,약간 흐림,8.2,10.605,51,8.9981,5,46,51,2011,2,4,10,금
511,2011-02-04 11:00:00,봄,공휴일 아님,근무일,좋음,9.02,11.365,51,11.0014,3,61,64,2011,2,4,11,금
512,2011-02-04 12:00:00,봄,공휴일 아님,근무일,약간 흐림,9.84,12.12,48,11.0014,8,78,86,2011,2,4,12,금
513,2011-02-04 13:00:00,봄,공휴일 아님,근무일,약간 흐림,10.66,12.88,50,15.0013,9,73,82,2011,2,4,13,금
514,2011-02-04 14:00:00,봄,공휴일 아님,근무일,약간 흐림,11.48,13.635,45,11.0014,15,76,91,2011,2,4,14,금
515,2011-02-04 15:00:00,봄,공휴일 아님,근무일,약간 흐림,11.48,13.635,48,16.9979,9,81,90,2011,2,4,15,금
516,2011-02-04 16:00:00,봄,공휴일 아님,근무일,약간 흐림,12.3,14.395,42,15.0013,8,91,99,2011,2,4,16,금
517,2011-02-04 17:00:00,봄,공휴일 아님,근무일,약간 흐림,10.66,13.635,56,8.9981,10,195,205,2011,2,4,17,금
518,2011-02-04 18:00:00,봄,공휴일 아님,근무일,약간 흐림,9.84,12.88,60,7.0015,3,152,155,2011,2,4,18,금
519,2011-02-04 19:00:00,봄,공휴일 아님,근무일,약간 흐림,9.84,12.12,65,8.9981,1,102,103,2011,2,4,19,금
520,2011-02-04 20:00:00,봄,공휴일 아님,근무일,약간 흐림,9.84,12.12,65,11.0014,2,69,71,2011,2,4,20,금
521,2011-02-04 21:00:00,봄,공휴일 아님,근무일,약간 흐림,9.84,12.12,70,11.0014,2,41,43,2011,2,4,21,금
522,2011-02-04 22:00:00,봄,공휴일 아님,근무일,약간 흐림,9.84,12.12,65,11.0014,1,45,46,2011,2,4,22,금
523,2011-02-04 23:00:00,봄,공휴일 아님,근무일,약간 흐림,9.84,12.12,70,8.9981,1,30,31,2011,2,4,23,금
524,2011-02-05 00:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,9.84,12.12,70,11.0014,3,36,39,2011,2,5,0,토
525,2011-02-05 01:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,9.84,12.12,65,11.0014,1,17,18,2011,2,5,1,토
526,2011-02-05 02:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,9.84,12.12,75,11.0014,5,12,17,2011,2,5,2,토
527,2011-02-05 03:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,9.84,12.12,75,11.0014,1,10,11,2011,2,5,3,토
528,2011-02-05 04:00:00,봄,공휴일 아님,근무일 아님,흐림,9.02,11.365,93,8.9981,0,8,8,2011,2,5,4,토
529,2011-02-05 05:00:00,봄,공휴일 아님,근무일 아님,흐림,8.2,11.365,100,6.0032,0,9,9,2011,2,5,5,토
530,2011-02-05 06:00:00,봄,공휴일 아님,근무일 아님,흐림,8.2,12.88,100,0.0,0,4,4,2011,2,5,6,토
531,2011-02-05 07:00:00,봄,공휴일 아님,근무일 아님,흐림,9.02,12.88,93,6.0032,0,4,4,2011,2,5,7,토
532,2011-02-05 08:00:00,봄,공휴일 아님,근무일 아님,흐림,8.2,11.365,100,6.0032,0,10,10,2011,2,5,8,토
533,2011-02-05 09:00:00,봄,공휴일 아님,근무일 아님,흐림,8.2,11.365,100,6.0032,3,17,20,2011,2,5,9,토
534,2011-02-05 10:00:00,봄,공휴일 아님,근무일 아님,흐림,8.2,10.605,100,8.9981,3,31,34,2011,2,5,10,토
535,2011-02-05 11:00:00,봄,공휴일 아님,근무일 아님,흐림,9.02,11.365,100,8.9981,1,46,47,2011,2,5,11,토
536,2011-02-05 12:00:00,봄,공휴일 아님,근무일 아님,흐림,9.02,11.365,100,11.0014,10,42,52,2011,2,5,12,토
537,2011-02-05 13:00:00,봄,공휴일 아님,근무일 아님,흐림,9.02,11.365,100,11.0014,10,62,72,2011,2,5,13,토
538,2011-02-05 14:00:00,봄,공휴일 아님,근무일 아님,흐림,9.02,13.635,100,0.0,5,50,55,2011,2,5,14,토
539,2011-02-05 15:00:00,봄,공휴일 아님,근무일 아님,흐림,9.02,13.635,100,0.0,11,49,60,2011,2,5,15,토
540,2011-02-05 16:00:00,봄,공휴일 아님,근무일 아님,흐림,9.02,11.365,100,8.9981,8,63,71,2011,2,5,16,토
541,2011-02-05 17:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,9.84,10.605,100,19.0012,14,64,78,2011,2,5,17,토
542,2011-02-05 18:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,11.48,12.12,93,30.0026,2,81,83,2011,2,5,18,토
543,2011-02-05 19:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,11.48,12.12,93,30.0026,6,78,84,2011,2,5,19,토
544,2011-02-05 20:00:00,봄,공휴일 아님,근무일 아님,좋음,12.3,14.395,87,16.9979,5,64,69,2011,2,5,20,토
545,2011-02-05 21:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,12.88,100,12.998,3,53,56,2011,2,5,21,토
546,2011-02-05 22:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,13.635,93,8.9981,2,43,45,2011,2,5,22,토
547,2011-02-05 23:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,12.88,93,15.0013,7,52,59,2011,2,5,23,토
548,2011-02-06 00:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,12.88,70,12.998,2,37,39,2011,2,6,0,일
549,2011-02-06 01:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,11.365,65,27.9993,4,40,44,2011,2,6,1,일
550,2011-02-06 02:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,11.365,60,22.0028,0,20,20,2011,2,6,2,일
551,2011-02-06 03:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,14.395,60,6.0032,3,10,13,2011,2,6,3,일
552,2011-02-06 04:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,11.365,60,23.9994,0,2,2,2011,2,6,4,일
553,2011-02-06 05:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,12.88,60,15.0013,0,1,1,2011,2,6,5,일
554,2011-02-06 06:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,12.88,60,15.0013,0,1,1,2011,2,6,6,일
555,2011-02-06 07:00:00,봄,공휴일 아님,근무일 아님,좋음,9.84,12.12,65,11.0014,0,8,8,2011,2,6,7,일
556,2011-02-06 08:00:00,봄,공휴일 아님,근무일 아님,좋음,9.84,12.88,65,7.0015,2,21,23,2011,2,6,8,일
557,2011-02-06 09:00:00,봄,공휴일 아님,근무일 아님,좋음,11.48,14.395,56,7.0015,7,38,45,2011,2,6,9,일
558,2011-02-06 10:00:00,봄,공휴일 아님,근무일 아님,좋음,12.3,14.395,52,16.9979,15,74,89,2011,2,6,10,일
559,2011-02-06 11:00:00,봄,공휴일 아님,근무일 아님,좋음,13.12,15.15,49,16.9979,28,89,117,2011,2,6,11,일
560,2011-02-06 12:00:00,봄,공휴일 아님,근무일 아님,좋음,13.94,16.665,46,0.0,48,126,174,2011,2,6,12,일
561,2011-02-06 13:00:00,봄,공휴일 아님,근무일 아님,좋음,13.94,18.18,46,0.0,47,135,182,2011,2,6,13,일
562,2011-02-06 14:00:00,봄,공휴일 아님,근무일 아님,좋음,13.94,17.425,46,6.0032,47,114,161,2011,2,6,14,일
563,2011-02-06 15:00:00,봄,공휴일 아님,근무일 아님,좋음,13.94,17.425,46,6.0032,52,130,182,2011,2,6,15,일
564,2011-02-06 16:00:00,봄,공휴일 아님,근무일 아님,좋음,13.94,17.425,49,7.0015,42,115,157,2011,2,6,16,일
565,2011-02-06 17:00:00,봄,공휴일 아님,근무일 아님,좋음,13.94,18.18,46,0.0,24,97,121,2011,2,6,17,일
566,2011-02-06 18:00:00,봄,공휴일 아님,근무일 아님,좋음,12.3,15.15,56,11.0014,13,65,78,2011,2,6,18,일
567,2011-02-06 19:00:00,봄,공휴일 아님,근무일 아님,좋음,11.48,14.395,61,8.9981,1,20,21,2011,2,6,19,일
568,2011-02-06 20:00:00,봄,공휴일 아님,근무일 아님,좋음,11.48,14.395,61,7.0015,5,21,26,2011,2,6,20,일
569,2011-02-06 21:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,15.15,60,0.0,5,22,27,2011,2,6,21,일
570,2011-02-06 22:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,15.15,60,0.0,5,57,62,2011,2,6,22,일
571,2011-02-06 23:00:00,봄,공휴일 아님,근무일 아님,좋음,9.84,14.395,65,0.0,4,26,30,2011,2,6,23,일
572,2011-02-07 00:00:00,봄,공휴일 아님,근무일,좋음,9.84,14.395,65,0.0,1,14,15,2011,2,7,0,월
573,2011-02-07 01:00:00,봄,공휴일 아님,근무일,좋음,9.02,13.635,75,0.0,1,4,5,2011,2,7,1,월
574,2011-02-07 02:00:00,봄,공휴일 아님,근무일,좋음,8.2,12.88,80,0.0,0,3,3,2011,2,7,2,월
575,2011-02-07 03:00:00,봄,공휴일 아님,근무일,좋음,8.2,12.88,86,0.0,0,1,1,2011,2,7,3,월
576,2011-02-07 04:00:00,봄,공휴일 아님,근무일,좋음,8.2,12.88,86,0.0,1,1,2,2011,2,7,4,월
577,2011-02-07 05:00:00,봄,공휴일 아님,근무일,좋음,8.2,12.88,86,0.0,1,9,10,2011,2,7,5,월
578,2011-02-07 06:00:00,봄,공휴일 아님,근무일,좋음,7.38,12.12,93,0.0,1,29,30,2011,2,7,6,월
579,2011-02-07 07:00:00,봄,공휴일 아님,근무일,좋음,7.38,12.12,86,0.0,6,89,95,2011,2,7,7,월
580,2011-02-07 08:00:00,봄,공휴일 아님,근무일,약간 흐림,6.56,11.365,100,0.0,7,223,230,2011,2,7,8,월
581,2011-02-07 09:00:00,봄,공휴일 아님,근무일,좋음,9.02,13.635,80,0.0,3,115,118,2011,2,7,9,월
582,2011-02-07 10:00:00,봄,공휴일 아님,근무일,좋음,9.84,12.88,75,7.0015,6,49,55,2011,2,7,10,월
583,2011-02-07 11:00:00,봄,공휴일 아님,근무일,좋음,12.3,15.91,65,6.0032,11,36,47,2011,2,7,11,월
584,2011-02-07 12:00:00,봄,공휴일 아님,근무일,약간 흐림,13.12,17.425,62,0.0,7,59,66,2011,2,7,12,월
585,2011-02-07 13:00:00,봄,공휴일 아님,근무일,약간 흐림,14.76,18.18,57,6.0032,10,54,64,2011,2,7,13,월
586,2011-02-07 14:00:00,봄,공휴일 아님,근무일,약간 흐림,14.76,18.18,57,6.0032,8,52,60,2011,2,7,14,월
587,2011-02-07 15:00:00,봄,공휴일 아님,근무일,약간 흐림,15.58,19.695,54,6.0032,4,46,50,2011,2,7,15,월
588,2011-02-07 16:00:00,봄,공휴일 아님,근무일,약간 흐림,14.76,17.425,57,8.9981,16,98,114,2011,2,7,16,월
589,2011-02-07 17:00:00,봄,공휴일 아님,근무일,약간 흐림,13.12,15.91,70,11.0014,9,207,216,2011,2,7,17,월
590,2011-02-07 18:00:00,봄,공휴일 아님,근무일,약간 흐림,13.94,16.665,66,8.9981,5,170,175,2011,2,7,18,월
591,2011-02-07 19:00:00,봄,공휴일 아님,근무일,약간 흐림,13.12,17.425,70,0.0,5,123,128,2011,2,7,19,월
592,2011-02-07 20:00:00,봄,공휴일 아님,근무일,약간 흐림,13.12,16.665,70,7.0015,6,82,88,2011,2,7,20,월
593,2011-02-07 21:00:00,봄,공휴일 아님,근무일,좋음,13.12,17.425,70,0.0,3,75,78,2011,2,7,21,월
594,2011-02-07 22:00:00,봄,공휴일 아님,근무일,좋음,11.48,15.15,81,6.0032,3,34,37,2011,2,7,22,월
595,2011-02-07 23:00:00,봄,공휴일 아님,근무일,약간 흐림,12.3,16.665,81,0.0,6,19,25,2011,2,7,23,월
596,2011-02-08 00:00:00,봄,공휴일 아님,근무일,약간 흐림,11.48,15.91,87,0.0,4,6,10,2011,2,8,0,화
597,2011-02-08 01:00:00,봄,공휴일 아님,근무일,약간 흐림,11.48,15.91,87,0.0,0,4,4,2011,2,8,1,화
598,2011-02-08 02:00:00,봄,공휴일 아님,근무일,약간 흐림,10.66,13.635,93,7.0015,1,1,2,2011,2,8,2,화
599,2011-02-08 03:00:00,봄,공휴일 아님,근무일,흐림,11.48,13.635,93,11.0014,0,1,1,2011,2,8,3,화
600,2011-02-08 04:00:00,봄,공휴일 아님,근무일,좋음,10.66,12.88,93,11.0014,0,3,3,2011,2,8,4,화
601,2011-02-08 05:00:00,봄,공휴일 아님,근무일,좋음,10.66,11.365,81,22.0028,0,2,2,2011,2,8,5,화
602,2011-02-08 06:00:00,봄,공휴일 아님,근무일,좋음,10.66,11.365,70,22.0028,0,39,39,2011,2,8,6,화
603,2011-02-08 07:00:00,봄,공휴일 아님,근무일,좋음,9.84,9.85,65,27.9993,3,97,100,2011,2,8,7,화
604,2011-02-08 08:00:00,봄,공휴일 아님,근무일,좋음,9.84,9.85,56,32.9975,7,236,243,2011,2,8,8,화
605,2011-02-08 09:00:00,봄,공휴일 아님,근무일,좋음,9.84,9.85,52,32.9975,7,128,135,2011,2,8,9,화
606,2011-02-08 10:00:00,봄,공휴일 아님,근무일,좋음,9.02,9.09,47,36.9974,4,44,48,2011,2,8,10,화
607,2011-02-08 11:00:00,봄,공휴일 아님,근무일,좋음,9.02,9.09,47,31.0009,1,49,50,2011,2,8,11,화
608,2011-02-08 12:00:00,봄,공휴일 아님,근무일,좋음,9.84,9.85,38,32.9975,2,63,65,2011,2,8,12,화
609,2011-02-08 13:00:00,봄,공휴일 아님,근무일,약간 흐림,9.84,9.85,32,30.0026,2,48,50,2011,2,8,13,화
610,2011-02-08 14:00:00,봄,공휴일 아님,근무일,좋음,9.02,9.85,37,27.9993,3,61,64,2011,2,8,14,화
611,2011-02-08 15:00:00,봄,공휴일 아님,근무일,좋음,9.02,9.85,35,26.0027,6,45,51,2011,2,8,15,화
612,2011-02-08 16:00:00,봄,공휴일 아님,근무일,좋음,9.02,9.09,35,35.0008,4,79,83,2011,2,8,16,화
613,2011-02-08 17:00:00,봄,공휴일 아님,근무일,좋음,9.02,9.09,32,39.0007,4,172,176,2011,2,8,17,화
614,2011-02-08 18:00:00,봄,공휴일 아님,근무일,좋음,8.2,9.09,32,26.0027,1,151,152,2011,2,8,18,화
615,2011-02-08 19:00:00,봄,공휴일 아님,근무일,좋음,6.56,6.06,40,31.0009,1,100,101,2011,2,8,19,화
616,2011-02-08 20:00:00,봄,공휴일 아님,근무일,좋음,6.56,6.82,40,22.0028,3,53,56,2011,2,8,20,화
617,2011-02-08 21:00:00,봄,공휴일 아님,근무일,좋음,5.74,5.305,33,31.0009,8,46,54,2011,2,8,21,화
618,2011-02-08 22:00:00,봄,공휴일 아님,근무일,좋음,4.92,5.305,33,23.9994,0,29,29,2011,2,8,22,화
619,2011-02-08 23:00:00,봄,공휴일 아님,근무일,좋음,4.92,5.305,33,22.0028,3,9,12,2011,2,8,23,화
620,2011-02-09 00:00:00,봄,공휴일 아님,근무일,좋음,4.1,3.79,36,23.9994,0,17,17,2011,2,9,0,수
621,2011-02-09 01:00:00,봄,공휴일 아님,근무일,좋음,4.1,5.305,36,15.0013,0,7,7,2011,2,9,1,수
622,2011-02-09 02:00:00,봄,공휴일 아님,근무일,좋음,3.28,3.79,38,19.0012,1,2,3,2011,2,9,2,수
623,2011-02-09 03:00:00,봄,공휴일 아님,근무일,좋음,2.46,3.79,45,8.9981,0,2,2,2011,2,9,3,수
624,2011-02-09 05:00:00,봄,공휴일 아님,근무일,좋음,2.46,5.305,45,7.0015,0,7,7,2011,2,9,5,수
625,2011-02-09 06:00:00,봄,공휴일 아님,근무일,좋음,2.46,7.575,45,0.0,0,43,43,2011,2,9,6,수
626,2011-02-09 07:00:00,봄,공휴일 아님,근무일,좋음,2.46,5.305,49,7.0015,4,95,99,2011,2,9,7,수
627,2011-02-09 08:00:00,봄,공휴일 아님,근무일,좋음,4.1,6.82,42,0.0,1,198,199,2011,2,9,8,수
628,2011-02-09 09:00:00,봄,공휴일 아님,근무일,좋음,4.92,6.82,39,11.0014,4,119,123,2011,2,9,9,수
629,2011-02-09 10:00:00,봄,공휴일 아님,근무일,좋음,5.74,9.09,36,0.0,8,51,59,2011,2,9,10,수
630,2011-02-09 11:00:00,봄,공휴일 아님,근무일,약간 흐림,5.74,7.575,43,11.0014,1,40,41,2011,2,9,11,수
631,2011-02-09 12:00:00,봄,공휴일 아님,근무일,약간 흐림,7.38,9.09,40,15.0013,4,57,61,2011,2,9,12,수
632,2011-02-09 13:00:00,봄,공휴일 아님,근무일,좋음,7.38,8.335,40,16.9979,2,67,69,2011,2,9,13,수
633,2011-02-09 14:00:00,봄,공휴일 아님,근무일,좋음,8.2,9.09,34,19.9995,2,56,58,2011,2,9,14,수
634,2011-02-09 15:00:00,봄,공휴일 아님,근무일,약간 흐림,8.2,9.09,34,19.0012,3,61,64,2011,2,9,15,수
635,2011-02-09 16:00:00,봄,공휴일 아님,근무일,약간 흐림,8.2,9.85,37,16.9979,7,72,79,2011,2,9,16,수
636,2011-02-09 17:00:00,봄,공휴일 아님,근무일,약간 흐림,8.2,9.85,34,16.9979,9,157,166,2011,2,9,17,수
637,2011-02-09 18:00:00,봄,공휴일 아님,근무일,약간 흐림,7.38,8.335,47,19.9995,2,168,170,2011,2,9,18,수
638,2011-02-09 19:00:00,봄,공휴일 아님,근무일,흐림,5.74,6.06,86,16.9979,1,87,88,2011,2,9,19,수
639,2011-02-09 20:00:00,봄,공휴일 아님,근무일,흐림,5.74,7.575,86,11.0014,0,84,84,2011,2,9,20,수
640,2011-02-09 21:00:00,봄,공휴일 아님,근무일,약간 흐림,5.74,7.575,86,11.0014,0,83,83,2011,2,9,21,수
641,2011-02-09 22:00:00,봄,공휴일 아님,근무일,흐림,6.56,8.335,80,11.0014,4,42,46,2011,2,9,22,수
642,2011-02-09 23:00:00,봄,공휴일 아님,근무일,흐림,6.56,7.575,80,12.998,0,37,37,2011,2,9,23,수
643,2011-02-10 00:00:00,봄,공휴일 아님,근무일,흐림,5.74,6.82,86,12.998,0,16,16,2011,2,10,0,목
644,2011-02-10 01:00:00,봄,공휴일 아님,근무일,흐림,5.74,7.575,80,8.9981,0,7,7,2011,2,10,1,목
645,2011-02-10 02:00:00,봄,공휴일 아님,근무일,흐림,5.74,7.575,80,8.9981,0,3,3,2011,2,10,2,목
646,2011-02-10 04:00:00,봄,공휴일 아님,근무일,약간 흐림,5.74,6.82,59,15.0013,0,1,1,2011,2,10,4,목
647,2011-02-10 05:00:00,봄,공휴일 아님,근무일,약간 흐림,4.92,6.06,50,15.0013,0,6,6,2011,2,10,5,목
648,2011-02-10 06:00:00,봄,공휴일 아님,근무일,약간 흐림,4.92,6.06,54,19.0012,0,26,26,2011,2,10,6,목
649,2011-02-10 07:00:00,봄,공휴일 아님,근무일,좋음,4.1,3.79,50,27.9993,0,99,99,2011,2,10,7,목
650,2011-02-10 08:00:00,봄,공휴일 아님,근무일,좋음,4.1,3.79,49,22.0028,5,173,178,2011,2,10,8,목
651,2011-02-10 09:00:00,봄,공휴일 아님,근무일,좋음,4.92,5.305,42,23.9994,1,121,122,2011,2,10,9,목
652,2011-02-10 10:00:00,봄,공휴일 아님,근무일,좋음,4.92,5.305,42,19.9995,1,34,35,2011,2,10,10,목
653,2011-02-10 11:00:00,봄,공휴일 아님,근무일,좋음,5.74,6.06,39,23.9994,1,44,45,2011,2,10,11,목
654,2011-02-10 12:00:00,봄,공휴일 아님,근무일,좋음,6.56,6.82,34,26.0027,4,65,69,2011,2,10,12,목
655,2011-02-10 13:00:00,봄,공휴일 아님,근무일,좋음,7.38,8.335,29,19.9995,3,59,62,2011,2,10,13,목
656,2011-02-10 14:00:00,봄,공휴일 아님,근무일,좋음,8.2,9.09,27,19.0012,6,42,48,2011,2,10,14,목
657,2011-02-10 15:00:00,봄,공휴일 아님,근무일,좋음,8.2,9.85,25,16.9979,0,50,50,2011,2,10,15,목
658,2011-02-10 16:00:00,봄,공휴일 아님,근무일,좋음,8.2,9.09,27,19.9995,4,76,80,2011,2,10,16,목
659,2011-02-10 17:00:00,봄,공휴일 아님,근무일,좋음,7.38,9.09,26,12.998,6,159,165,2011,2,10,17,목
660,2011-02-10 18:00:00,봄,공휴일 아님,근무일,좋음,6.56,9.09,28,8.9981,3,157,160,2011,2,10,18,목
661,2011-02-10 19:00:00,봄,공휴일 아님,근무일,좋음,5.74,8.335,28,7.0015,2,110,112,2011,2,10,19,목
662,2011-02-10 20:00:00,봄,공휴일 아님,근무일,좋음,5.74,9.09,31,6.0032,4,93,97,2011,2,10,20,목
663,2011-02-10 21:00:00,봄,공휴일 아님,근무일,좋음,5.74,10.605,39,0.0,2,70,72,2011,2,10,21,목
664,2011-02-10 22:00:00,봄,공휴일 아님,근무일,좋음,4.92,9.85,39,0.0,4,47,51,2011,2,10,22,목
665,2011-02-10 23:00:00,봄,공휴일 아님,근무일,좋음,4.92,7.575,42,7.0015,1,33,34,2011,2,10,23,목
666,2011-02-11 00:00:00,봄,공휴일 아님,근무일,좋음,4.1,6.82,49,7.0015,2,12,14,2011,2,11,0,금
667,2011-02-11 01:00:00,봄,공휴일 아님,근무일,좋음,4.1,6.82,54,6.0032,1,6,7,2011,2,11,1,금
668,2011-02-11 02:00:00,봄,공휴일 아님,근무일,좋음,4.1,6.82,54,6.0032,0,3,3,2011,2,11,2,금
669,2011-02-11 05:00:00,봄,공휴일 아님,근무일,좋음,3.28,6.06,63,6.0032,0,4,4,2011,2,11,5,금
670,2011-02-11 06:00:00,봄,공휴일 아님,근무일,좋음,4.1,9.09,68,0.0,1,23,24,2011,2,11,6,금
671,2011-02-11 07:00:00,봄,공휴일 아님,근무일,좋음,3.28,8.335,73,0.0,1,73,74,2011,2,11,7,금
672,2011-02-11 08:00:00,봄,공휴일 아님,근무일,좋음,4.1,6.06,74,11.0014,4,212,216,2011,2,11,8,금
673,2011-02-11 09:00:00,봄,공휴일 아님,근무일,좋음,4.92,6.06,74,15.0013,8,132,140,2011,2,11,9,금
674,2011-02-11 10:00:00,봄,공휴일 아님,근무일,좋음,5.74,6.82,69,12.998,5,39,44,2011,2,11,10,금
675,2011-02-11 11:00:00,봄,공휴일 아님,근무일,좋음,9.02,11.365,47,8.9981,12,52,64,2011,2,11,11,금
676,2011-02-11 12:00:00,봄,공휴일 아님,근무일,좋음,9.02,11.365,47,8.9981,7,64,71,2011,2,11,12,금
677,2011-02-11 13:00:00,봄,공휴일 아님,근무일,좋음,9.84,11.365,35,12.998,21,89,110,2011,2,11,13,금
