,userId,movieId,rating,title,year,tag,genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_IMAX,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western
73824,474,249,4.0,Immortal Beloved (1994),1994,Beethoven,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73825,474,252,2.0,I.Q. (1994),1994,Einstein,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73826,474,257,3.0,Just Cause (1995),1995,court,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73827,474,260,4.0,Star Wars: Episode IV - A New Hope (1977),1977,darth vader,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73828,474,260,4.0,Star Wars: Episode IV - A New Hope (1977),1977,luke skywalker,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73829,474,260,4.0,Star Wars: Episode IV - A New Hope (1977),1977,space opera,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73830,474,261,4.0,Little Women (1994),1994,Louisa May Alcott,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73831,474,262,4.0,"Little Princess, A (1995)",1995,England,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73832,474,262,4.0,"Little Princess, A (1995)",1995,Girl Power,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73833,474,262,4.0,"Little Princess, A (1995)",1995,India,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73835,474,272,3.5,"Madness of King George, The (1994)",1994,England,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73836,474,272,3.5,"Madness of King George, The (1994)",1994,mental illness,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73838,474,277,2.0,Miracle on 34th Street (1994),1994,Christmas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73839,474,280,3.0,Murder in the First (1995),1995,prison,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
73840,474,282,3.0,Nell (1994),1994,disability,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73841,474,282,3.0,Nell (1994),1994,twins,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73842,474,293,3.5,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),1994,hit men,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
73843,474,296,4.0,Pulp Fiction (1994),1994,hit men,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
73844,474,300,4.0,Quiz Show (1994),1994,TV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73846,474,307,4.5,Three Colors: Blue (Trois couleurs: Bleu) (1993),1993,Death,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73847,474,308,4.0,Three Colors: White (Trzy kolory: Bialy) (1994),1994,marriage,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73848,474,316,3.5,Stargate (1994),1994,time travel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73849,474,317,2.0,"Santa Clause, The (1994)",1994,Christmas,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73850,474,318,5.0,"Shawshank Redemption, The (1994)",1994,prison,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
73851,474,318,5.0,"Shawshank Redemption, The (1994)",1994,Stephen King,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
73852,474,318,5.0,"Shawshank Redemption, The (1994)",1994,wrongful imprisonment,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
73853,474,329,4.0,Star Trek: Generations (1994),1994,Enterprise,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
73854,474,337,4.0,What's Eating Gilbert Grape (1993),1993,mental illness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73855,474,338,3.0,Virtuosity (1995),1995,serial killer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
73856,474,339,3.5,While You Were Sleeping (1995),1995,coma,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73857,474,342,3.5,Muriel's Wedding (1994),1994,Australia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73858,474,342,3.5,Muriel's Wedding (1994),1994,weddings,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73860,474,345,3.5,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994,cross dressing,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73861,474,345,3.5,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994,men in drag,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73862,474,345,3.5,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994,remade,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73863,474,349,3.0,Clear and Present Danger (1994),1994,Tom Clancy,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
73864,474,350,3.0,"Client, The (1994)",1994,John Grisham,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
73865,474,351,2.0,"Corrina, Corrina (1994)",1994,interracial romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73866,474,356,3.0,Forrest Gump (1994),1994,shrimp,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
73867,474,356,3.0,Forrest Gump (1994),1994,Vietnam,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
73868,474,357,3.0,Four Weddings and a Funeral (1994),1994,wedding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73869,474,361,3.5,It Could Happen to You (1994),1994,gambling,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73870,474,364,4.5,"Lion King, The (1994)",1994,Disney,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
73872,474,371,3.0,"Paper, The (1994)",1994,journalism,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73874,474,377,4.0,Speed (1994),1994,bus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
73875,474,380,4.0,True Lies (1994),1994,spies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
73876,474,381,2.5,When a Man Loves a Woman (1994),1994,alcoholism,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73877,474,412,4.0,"Age of Innocence, The (1993)",1993,Edith Wharton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73879,474,421,3.5,Black Beauty (1994),1994,horses,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73880,474,425,3.5,Blue Sky (1994),1994,mental illness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73881,474,425,3.5,Blue Sky (1994),1994,Oscar (Best Actress),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73882,474,440,4.5,Dave (1993),1993,President,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73884,474,454,4.0,"Firm, The (1993)",1993,John Grisham,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
73885,474,457,5.0,"Fugitive, The (1993)",1993,based on a TV show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73887,474,471,3.0,"Hudsucker Proxy, The (1994)",1994,hula hoop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73888,474,474,3.5,In the Line of Fire (1993),1993,assassination,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73889,474,475,4.0,In the Name of the Father (1993),1993,Ireland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73890,474,477,3.5,What's Love Got to Do with It? (1993),1993,biopic,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
73891,474,480,4.5,Jurassic Park (1993),1993,Dinosaur,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
73892,474,488,3.0,M. Butterfly (1993),1993,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73893,474,488,3.0,M. Butterfly (1993),1993,sexuality,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73896,474,497,5.0,Much Ado About Nothing (1993),1993,Shakespeare,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73897,474,500,2.5,Mrs. Doubtfire (1993),1993,cross dressing,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73898,474,500,2.5,Mrs. Doubtfire (1993),1993,divorce,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73899,474,500,2.5,Mrs. Doubtfire (1993),1993,men in drag,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73900,474,508,3.0,Philadelphia (1993),1993,AIDs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73901,474,513,3.5,Radioland Murders (1994),1994,radio,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
73902,474,513,3.5,Radioland Murders (1994),1994,show business,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
73903,474,515,5.0,"Remains of the Day, The (1993)",1993,Butler,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73904,474,515,5.0,"Remains of the Day, The (1993)",1993,Housekeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73905,474,516,2.0,Renaissance Man (1994),1994,military,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73907,474,522,3.5,Romper Stomper (1992),1992,Australia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73908,474,522,3.5,Romper Stomper (1992),1992,racism,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73909,474,522,3.5,Romper Stomper (1992),1992,violence,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73910,474,524,2.5,Rudy (1993),1993,football,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73911,474,527,5.0,Schindler's List (1993),1993,Holocaust,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
73912,474,529,4.0,Searching for Bobby Fischer (1993),1993,chess,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73913,474,534,5.0,Shadowlands (1993),1993,C.S. Lewis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73914,474,535,4.0,Short Cuts (1993),1993,large cast,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73915,474,538,3.5,Six Degrees of Separation (1993),1993,race,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73916,474,539,4.5,Sleepless in Seattle (1993),1993,Empire State Building,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73917,474,541,3.0,Blade Runner (1982),1982,robots,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
73918,474,543,4.5,So I Married an Axe Murderer (1993),1993,beat poetry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
73919,474,551,3.0,"Nightmare Before Christmas, The (1993)",1993,Christmas,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
73920,474,551,3.0,"Nightmare Before Christmas, The (1993)",1993,Halloween,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
73922,474,556,3.0,"War Room, The (1993)",1993,politics,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73923,474,562,4.0,Welcome to the Dollhouse (1995),1995,adolescence,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73925,474,586,2.0,Home Alone (1990),1990,christmas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73926,474,587,3.0,Ghost (1990),1990,overrated,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
73927,474,588,4.0,Aladdin (1992),1992,Disney,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73928,474,589,4.0,Terminator 2: Judgment Day (1991),1991,robots,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73929,474,590,3.5,Dances with Wolves (1990),1990,American Indians,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
73930,474,590,3.5,Dances with Wolves (1990),1990,Native Americans,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
73931,474,592,4.0,Batman (1989),1989,superhero,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
73932,474,593,4.5,"Silence of the Lambs, The (1991)",1991,Hannibal Lector,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
73933,474,594,3.0,Snow White and the Seven Dwarfs (1937),1937,Disney,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
73934,474,595,5.0,Beauty and the Beast (1991),1991,Disney,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
73935,474,596,2.0,Pinocchio (1940),1940,Disney,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
73936,474,597,4.0,Pretty Woman (1990),1990,prostitution,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73939,474,608,4.0,Fargo (1996),1996,Coen Brothers,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
73940,474,616,3.5,"Aristocats, The (1970)",1970,Disney,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73941,474,628,3.0,Primal Fear (1996),1996,priest,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
73942,474,638,3.0,Jack and Sarah (1995),1995,babies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73943,474,647,3.0,Courage Under Fire (1996),1996,Gulf War,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
73944,474,648,3.5,Mission: Impossible (1996),1996,based on a TV show,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73945,474,668,3.5,Song of the Little Road (Pather Panchali) (1955),1955,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73946,474,670,4.5,"World of Apu, The (Apur Sansar) (1959)",1959,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73947,474,671,3.5,Mystery Science Theater 3000: The Movie (1996),1996,spoof,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73948,474,673,1.5,Space Jam (1996),1996,Bugs Bunny,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
73949,474,708,4.5,"Truth About Cats & Dogs, The (1996)",1996,Veterinarian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73950,474,720,4.0,Wallace & Gromit: The Best of Aardman Animation (1996),1996,Aardman,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73951,474,728,3.5,Cold Comfort Farm (1995),1995,In Netflix queue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73952,474,733,4.0,"Rock, The (1996)",1996,Alcatraz,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73953,474,736,2.0,Twister (1996),1996,Disaster,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
73954,474,745,4.0,Wallace & Gromit: A Close Shave (1995),1995,Aardman,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73955,474,748,3.5,"Arrival, The (1996)",1996,aliens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
73956,474,750,4.5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,Atomic bomb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73957,474,778,4.0,Trainspotting (1996),1996,drug abuse,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
73958,474,780,4.0,Independence Day (a.k.a. ID4) (1996),1996,aliens,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
73960,474,805,3.0,"Time to Kill, A (1996)",1996,John Grisham,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
73961,474,818,3.0,"Very Brady Sequel, A (1996)",1996,based on a TV show,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73962,474,830,2.0,"First Wives Club, The (1996)",1996,adultery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73963,474,832,2.0,Ransom (1996),1996,kidnapping,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
73964,474,838,3.0,Emma (1996),1996,Jane Austen,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73965,474,852,2.0,Tin Cup (1996),1996,golf,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73966,474,858,5.0,"Godfather, The (1972)",1972,Mafia,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
73967,474,892,3.0,Twelfth Night (1996),1996,Shakespeare,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73968,474,898,4.0,"Philadelphia Story, The (1940)",1940,divorce,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73969,474,899,4.0,Singin' in the Rain (1952),1952,movie business,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
73970,474,900,3.5,"American in Paris, An (1951)",1951,France,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
73972,474,902,3.5,Breakfast at Tiffany's (1961),1961,Capote,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73973,474,903,4.5,Vertigo (1958),1958,falling,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
73974,474,904,4.0,Rear Window (1954),1954,voyeurism,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73975,474,905,5.0,It Happened One Night (1934),1934,Screwball,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73976,474,906,5.0,Gaslight (1944),1944,Brooch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
73977,474,907,3.0,"Gay Divorcee, The (1934)",1934,divorce,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
73978,474,908,3.5,North by Northwest (1959),1959,Mount Rushmore,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
73979,474,909,4.0,"Apartment, The (1960)",1960,adultery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73980,474,910,4.0,Some Like It Hot (1959),1959,men in drag,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73981,474,911,3.5,Charade (1963),1963,heist,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
73982,474,912,5.0,Casablanca (1942),1942,start of a beautiful friendship,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73983,474,913,4.0,"Maltese Falcon, The (1941)",1941,statue,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
73984,474,914,4.5,My Fair Lady (1964),1964,George Bernard Shaw,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
73985,474,915,4.0,Sabrina (1954),1954,rich guy - poor girl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73986,474,916,4.0,Roman Holiday (1953),1953,Italy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73987,474,916,4.0,Roman Holiday (1953),1953,royalty,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73988,474,918,3.5,Meet Me in St. Louis (1944),1944,1900s,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73989,474,919,4.5,"Wizard of Oz, The (1939)",1939,Dorothy,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
73990,474,919,4.5,"Wizard of Oz, The (1939)",1939,Toto,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
73991,474,920,2.0,Gone with the Wind (1939),1939,Civil War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
73992,474,921,3.0,My Favorite Year (1982),1982,television,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73993,474,922,4.0,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1950,movies,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
73994,474,923,4.5,Citizen Kane (1941),1941,Rosebud,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
73995,474,924,4.0,2001: A Space Odyssey (1968),1968,Hal,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
73996,474,924,4.0,2001: A Space Odyssey (1968),1968,space,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
73997,474,926,4.5,All About Eve (1950),1950,Hollywood,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73998,474,927,4.0,"Women, The (1939)",1939,divorce,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73999,474,928,5.0,Rebecca (1940),1940,Mrs. DeWinter,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
74000,474,929,3.5,Foreign Correspondent (1940),1940,Europe,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
74001,474,929,3.5,Foreign Correspondent (1940),1940,journalism,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
74002,474,929,3.5,Foreign Correspondent (1940),1940,war,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
74003,474,930,4.0,Notorious (1946),1946,assassination,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
74004,474,931,3.5,Spellbound (1945),1945,amnesia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
74007,474,934,3.0,Father of the Bride (1950),1950,wedding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74009,474,936,4.0,Ninotchka (1939),1939,Cold War,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74010,474,936,4.0,Ninotchka (1939),1939,Russia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74011,474,938,2.5,Gigi (1958),1958,prostitution,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74012,474,940,3.5,"Adventures of Robin Hood, The (1938)",1938,swashbuckler,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74013,474,941,3.5,"Mark of Zorro, The (1940)",1940,swashbuckler,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74014,474,943,3.5,"Ghost and Mrs. Muir, The (1947)",1947,ghosts,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
74015,474,944,4.0,Lost Horizon (1937),1937,Shangri-La,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74016,474,945,4.5,Top Hat (1935),1935,Astaire and Rogers,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
74017,474,947,3.5,My Man Godfrey (1936),1936,butler,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74018,474,947,3.5,My Man Godfrey (1936),1936,homeless,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74019,474,947,3.5,My Man Godfrey (1936),1936,screwball,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74020,474,948,4.0,Giant (1956),1956,oil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
74022,474,950,4.0,"Thin Man, The (1934)",1934,Nick and Nora Charles,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74023,474,951,4.5,His Girl Friday (1940),1940,Screwball,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74024,474,952,3.0,Around the World in 80 Days (1956),1956,race,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74025,474,953,3.5,It's a Wonderful Life (1946),1946,Christmas,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
74026,474,954,4.5,Mr. Smith Goes to Washington (1939),1939,Politics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74027,474,955,4.0,Bringing Up Baby (1938),1938,leopard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74028,474,955,4.0,Bringing Up Baby (1938),1938,screwball,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74029,474,956,4.0,Penny Serenade (1941),1941,adoption,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
74031,474,965,4.0,"39 Steps, The (1935)",1935,fugitive,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
74032,474,968,4.0,Night of the Living Dead (1968),1968,zombies,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
74033,474,969,5.0,"African Queen, The (1951)",1951,missionary,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74034,474,970,3.5,Beat the Devil (1953),1953,crime,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
74035,474,971,3.5,Cat on a Hot Tin Roof (1958),1958,Tennessee Williams,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74036,474,973,3.5,Meet John Doe (1941),1941,journalism,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74037,474,976,3.0,"Farewell to Arms, A (1932)",1932,Hemingway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74039,474,986,4.0,Fly Away Home (1996),1996,Animal movie,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74040,474,991,3.0,Michael Collins (1996),1996,Ireland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74042,474,994,3.5,Big Night (1996),1996,food,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74043,474,1006,3.5,"Chamber, The (1996)",1996,death penalty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74044,474,1006,3.5,"Chamber, The (1996)",1996,John Grisham,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74046,474,1010,3.0,"Love Bug, The (1969)",1969,Disney,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
