,userId,movieId,rating,title,year,tag,genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_IMAX,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western
9199,62,87430,3.5,Green Lantern (2011),2011,DC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9200,62,87430,3.5,Green Lantern (2011),2011,DC Comics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9201,62,87430,3.5,Green Lantern (2011),2011,Ryan Reynolds,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9202,62,87430,3.5,Green Lantern (2011),2011,space,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9203,62,87430,3.5,Green Lantern (2011),2011,superhero,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9208,62,88405,3.5,Friends with Benefits (2011),2011,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9209,62,88405,3.5,Friends with Benefits (2011),2011,funny,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9210,62,88405,3.5,Friends with Benefits (2011),2011,happy ending,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9211,62,88405,3.5,Friends with Benefits (2011),2011,HOT actress,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9212,62,88405,3.5,Friends with Benefits (2011),2011,Justin Timberlake,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9213,62,88405,3.5,Friends with Benefits (2011),2011,Mila Kunis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9214,62,88405,3.5,Friends with Benefits (2011),2011,New York City,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9215,62,88405,3.5,Friends with Benefits (2011),2011,romance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9216,62,88405,3.5,Friends with Benefits (2011),2011,sex,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9231,62,96861,3.5,Taken 2 (2012),2012,Istanbul,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9232,62,96861,3.5,Taken 2 (2012),2012,Liam Neeson,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9233,62,96861,3.5,Taken 2 (2012),2012,predictable,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9234,62,96861,3.5,Taken 2 (2012),2012,Turkey,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9235,62,96861,3.5,Taken 2 (2012),2012,unnecessary sequel,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9239,62,99114,5.0,Django Unchained (2012),2012,action,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9240,62,99114,5.0,Django Unchained (2012),2012,Christoph Waltz,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9241,62,99114,5.0,Django Unchained (2012),2012,funny,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9242,62,99114,5.0,Django Unchained (2012),2012,good soundtrack,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9243,62,99114,5.0,Django Unchained (2012),2012,Great performances,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9244,62,99114,5.0,Django Unchained (2012),2012,Humour,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9245,62,99114,5.0,Django Unchained (2012),2012,Leonardo DiCaprio,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9246,62,99114,5.0,Django Unchained (2012),2012,Quentin Tarantino,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9247,62,99114,5.0,Django Unchained (2012),2012,Samuel L. Jackson,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9248,62,99114,5.0,Django Unchained (2012),2012,Soundtrack,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9249,62,99114,5.0,Django Unchained (2012),2012,western,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9255,62,103042,3.5,Man of Steel (2013),2013,Amy Adams,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
9256,62,103042,3.5,Man of Steel (2013),2013,superhero,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
9261,62,104863,4.0,What If (2013),2013,daniel radcliffe,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9262,62,104863,4.0,What If (2013),2013,zoe kazan,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9270,62,107348,4.0,Anchorman 2: The Legend Continues (2013),2013,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9271,62,107348,4.0,Anchorman 2: The Legend Continues (2013),2013,Steve Carell,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9272,62,107348,4.0,Anchorman 2: The Legend Continues (2013),2013,stupid but funny,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9273,62,107348,4.0,Anchorman 2: The Legend Continues (2013),2013,will ferrell,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9275,62,108190,3.0,Divergent (2014),2014,anti-intellectual,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
9276,62,108190,3.0,Divergent (2014),2014,bad writing,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
9277,62,108190,3.0,Divergent (2014),2014,dystopia,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
9278,62,108190,3.0,Divergent (2014),2014,new society,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
9279,62,108190,3.0,Divergent (2014),2014,plot holes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
9280,62,108190,3.0,Divergent (2014),2014,predictable,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
9281,62,108190,3.0,Divergent (2014),2014,scifi,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
9282,62,108190,3.0,Divergent (2014),2014,unintelligent,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
9290,62,111743,3.5,A Million Ways to Die in the West (2014),2014,Charlize Theron,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9291,62,111743,3.5,A Million Ways to Die in the West (2014),2014,Liam Neeson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9292,62,111743,3.5,A Million Ways to Die in the West (2014),2014,Seth MacFarlane,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9293,62,111743,3.5,A Million Ways to Die in the West (2014),2014,witty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9300,62,114180,3.5,"Maze Runner, The (2014)",2014,action,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9301,62,114180,3.5,"Maze Runner, The (2014)",2014,dystopia,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9302,62,114180,3.5,"Maze Runner, The (2014)",2014,plot holes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9303,62,114180,3.5,"Maze Runner, The (2014)",2014,post-apocalyptic,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9304,62,114180,3.5,"Maze Runner, The (2014)",2014,survival,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9305,62,114180,3.5,"Maze Runner, The (2014)",2014,thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9306,62,114180,3.5,"Maze Runner, The (2014)",2014,unexplained,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9307,62,114180,3.5,"Maze Runner, The (2014)",2014,weak plot,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9311,62,115149,5.0,John Wick (2014),2014,dark hero,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9312,62,115149,5.0,John Wick (2014),2014,gun-fu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9313,62,115149,5.0,John Wick (2014),2014,Keanu Reeves,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9314,62,115149,5.0,John Wick (2014),2014,Revenge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9315,62,115149,5.0,John Wick (2014),2014,secret society,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9316,62,115149,5.0,John Wick (2014),2014,stylish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9323,62,116897,4.0,Wild Tales (2014),2014,black comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9324,62,116897,4.0,Wild Tales (2014),2014,dark comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9325,62,116897,4.0,Wild Tales (2014),2014,dark humor,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9326,62,116897,4.0,Wild Tales (2014),2014,ironic,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9327,62,116897,4.0,Wild Tales (2014),2014,multiple short stories,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9328,62,116897,4.0,Wild Tales (2014),2014,short stories,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9331,62,119141,3.0,The Interview (2014),2014,bromance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9332,62,119141,3.0,The Interview (2014),2014,comedy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9333,62,119141,3.0,The Interview (2014),2014,funny,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9334,62,119141,3.0,The Interview (2014),2014,James Franco,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9335,62,119141,3.0,The Interview (2014),2014,Seth Rogen,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9343,62,122912,4.0,Avengers: Infinity War - Part I (2018),2018,comic book,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9344,62,122912,4.0,Avengers: Infinity War - Part I (2018),2018,Dr. Strange,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9345,62,122912,4.0,Avengers: Infinity War - Part I (2018),2018,Great villain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9346,62,122912,4.0,Avengers: Infinity War - Part I (2018),2018,Guardians of the Galaxy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9347,62,122912,4.0,Avengers: Infinity War - Part I (2018),2018,Marvel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9348,62,122912,4.0,Avengers: Infinity War - Part I (2018),2018,MCU,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9349,62,122912,4.0,Avengers: Infinity War - Part I (2018),2018,Robert Downey Jr.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9350,62,122912,4.0,Avengers: Infinity War - Part I (2018),2018,Thanos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9351,62,122912,4.0,Avengers: Infinity War - Part I (2018),2018,Thor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9352,62,122912,4.0,Avengers: Infinity War - Part I (2018),2018,Visually stunning,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9359,62,128360,5.0,The Hateful Eight (2015),2015,characters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9360,62,128360,5.0,The Hateful Eight (2015),2015,Dialogue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9361,62,128360,5.0,The Hateful Eight (2015),2015,humor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9362,62,128360,5.0,The Hateful Eight (2015),2015,Kurt Russell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9363,62,128360,5.0,The Hateful Eight (2015),2015,Quentin Tarantino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9364,62,128360,5.0,The Hateful Eight (2015),2015,Samuel L. Jackson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9365,62,128360,5.0,The Hateful Eight (2015),2015,tension building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9366,62,128360,5.0,The Hateful Eight (2015),2015,violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9367,62,128360,5.0,The Hateful Eight (2015),2015,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9369,62,135133,3.5,The Hunger Games: Mockingjay - Part 2 (2015),2015,dystopia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9370,62,135133,3.5,The Hunger Games: Mockingjay - Part 2 (2015),2015,Jennifer Lawrence,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9371,62,135133,3.5,The Hunger Games: Mockingjay - Part 2 (2015),2015,love story,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9372,62,135133,3.5,The Hunger Games: Mockingjay - Part 2 (2015),2015,nonsense,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9373,62,135133,3.5,The Hunger Games: Mockingjay - Part 2 (2015),2015,politics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9374,62,135133,3.5,The Hunger Games: Mockingjay - Part 2 (2015),2015,rebellion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9375,62,135133,3.5,The Hunger Games: Mockingjay - Part 2 (2015),2015,revolution,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9377,62,135518,3.5,Self/less (2015),2015,Ben Kingsley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
9378,62,135518,3.5,Self/less (2015),2015,ethics,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
9379,62,135518,3.5,Self/less (2015),2015,immortality,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
9380,62,135518,3.5,Self/less (2015),2015,ryan reynolds,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
9381,62,135536,4.0,Suicide Squad (2016),2016,Bad story,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9382,62,135536,4.0,Suicide Squad (2016),2016,Bad writing,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9383,62,135536,4.0,Suicide Squad (2016),2016,Batman,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9384,62,135536,4.0,Suicide Squad (2016),2016,Ben Affleck,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9385,62,135536,4.0,Suicide Squad (2016),2016,comic book,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9386,62,135536,4.0,Suicide Squad (2016),2016,dc comics,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9387,62,135536,4.0,Suicide Squad (2016),2016,good soundtrack,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9388,62,135536,4.0,Suicide Squad (2016),2016,Harley Quinn,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9389,62,135536,4.0,Suicide Squad (2016),2016,Harley Quinn's ass,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9390,62,135536,4.0,Suicide Squad (2016),2016,Horrible directing,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9391,62,135536,4.0,Suicide Squad (2016),2016,Jared Leto,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9392,62,135536,4.0,Suicide Squad (2016),2016,Joker,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9393,62,135536,4.0,Suicide Squad (2016),2016,lack of plot,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9394,62,135536,4.0,Suicide Squad (2016),2016,Margot Robbie,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9395,62,135536,4.0,Suicide Squad (2016),2016,Poor story,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9396,62,135536,4.0,Suicide Squad (2016),2016,poorly paced,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9397,62,135536,4.0,Suicide Squad (2016),2016,superhero,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9398,62,135536,4.0,Suicide Squad (2016),2016,visually appealing,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9399,62,135536,4.0,Suicide Squad (2016),2016,Will Smith,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9402,62,136864,4.0,Batman v Superman: Dawn of Justice (2016),2016,action,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9403,62,136864,4.0,Batman v Superman: Dawn of Justice (2016),2016,batman,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9404,62,136864,4.0,Batman v Superman: Dawn of Justice (2016),2016,ben affleck,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9405,62,136864,4.0,Batman v Superman: Dawn of Justice (2016),2016,dark,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9406,62,136864,4.0,Batman v Superman: Dawn of Justice (2016),2016,dc comics,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9407,62,136864,4.0,Batman v Superman: Dawn of Justice (2016),2016,Gal Gadot,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9408,62,136864,4.0,Batman v Superman: Dawn of Justice (2016),2016,superhero,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9409,62,136864,4.0,Batman v Superman: Dawn of Justice (2016),2016,superman,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9410,62,136864,4.0,Batman v Superman: Dawn of Justice (2016),2016,wonderwoman,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9412,62,139385,4.0,The Revenant (2015),2015,leonardo DiCarpio,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9413,62,139385,4.0,The Revenant (2015),2015,survival,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9414,62,139385,4.0,The Revenant (2015),2015,tom hardy,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9415,62,139385,4.0,The Revenant (2015),2015,visually appealing,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9421,62,158966,4.5,Captain Fantastic (2016),2016,building a family,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9422,62,158966,4.5,Captain Fantastic (2016),2016,creative,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9423,62,158966,4.5,Captain Fantastic (2016),2016,freedom,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9424,62,158966,4.5,Captain Fantastic (2016),2016,good writing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9425,62,158966,4.5,Captain Fantastic (2016),2016,individualism,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9426,62,158966,4.5,Captain Fantastic (2016),2016,Viggo Mortensen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9434,62,168248,4.5,John Wick: Chapter Two (2017),2017,action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9435,62,168248,4.5,John Wick: Chapter Two (2017),2017,dark hero,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9436,62,168248,4.5,John Wick: Chapter Two (2017),2017,gun tactics,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9437,62,168248,4.5,John Wick: Chapter Two (2017),2017,hitman,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9438,62,168248,4.5,John Wick: Chapter Two (2017),2017,Keanu Reeves,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9439,62,168248,4.5,John Wick: Chapter Two (2017),2017,organized crime,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9440,62,168248,4.5,John Wick: Chapter Two (2017),2017,secret society,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9447,62,174053,5.0,Black Mirror: White Christmas (2014),2014,Dystopia,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
9448,62,174053,5.0,Black Mirror: White Christmas (2014),2014,future,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
9449,62,174053,5.0,Black Mirror: White Christmas (2014),2014,interesting,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
9450,62,174053,5.0,Black Mirror: White Christmas (2014),2014,jon hamm,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
9451,62,174053,5.0,Black Mirror: White Christmas (2014),2014,thought provoking,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
9456,62,179401,3.5,Jumanji: Welcome to the Jungle (2017),2017,Action,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9457,62,179401,3.5,Jumanji: Welcome to the Jungle (2017),2017,Comedy,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9458,62,179401,3.5,Jumanji: Welcome to the Jungle (2017),2017,Dwayne Johnson,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9459,62,179401,3.5,Jumanji: Welcome to the Jungle (2017),2017,funny,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9462,62,183611,4.0,Game Night (2018),2018,Comedy,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9463,62,183611,4.0,Game Night (2018),2018,funny,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9464,62,183611,4.0,Game Night (2018),2018,Rachel McAdams,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9465,62,184471,3.5,Tomb Raider (2018),2018,adventure,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9466,62,184471,3.5,Tomb Raider (2018),2018,Alicia Vikander,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9467,62,184471,3.5,Tomb Raider (2018),2018,video game adaptation,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9470,62,187593,4.0,Deadpool 2 (2018),2018,Josh Brolin,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9471,62,187593,4.0,Deadpool 2 (2018),2018,Ryan Reynolds,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9472,62,187593,4.0,Deadpool 2 (2018),2018,sarcasm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9473,62,187595,4.0,Solo: A Star Wars Story (2018),2018,Emilia Clarke,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9474,62,187595,4.0,Solo: A Star Wars Story (2018),2018,star wars,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17263,106,4896,5.0,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),2001,Everything you want is here,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17291,106,106489,5.0,"Hobbit: The Desolation of Smaug, The (2013)",2013,adventure,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19008,119,101142,4.0,"Croods, The (2013)",2013,animation,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19009,119,101142,4.0,"Croods, The (2013)",2013,funny,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19010,119,101142,4.0,"Croods, The (2013)",2013,stone age,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19037,119,115149,4.5,John Wick (2014),2014,action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19038,119,115149,4.5,John Wick (2014),2014,killer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19039,119,115149,4.5,John Wick (2014),2014,widows/widowers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19040,119,115617,5.0,Big Hero 6 (2014),2014,animation,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19041,119,115617,5.0,Big Hero 6 (2014),2014,kids,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19042,119,115617,5.0,Big Hero 6 (2014),2014,robots,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19050,119,120635,4.5,Taken 3 (2015),2015,action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19051,119,120635,4.5,Taken 3 (2015),2015,murder,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19052,119,120635,4.5,Taken 3 (2015),2015,police,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19650,125,7022,5.0,Battle Royale (Batoru rowaiaru) (2000),2000,based on a book,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
19651,125,7022,5.0,Battle Royale (Batoru rowaiaru) (2000),2000,bloody,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
19652,125,7022,5.0,Battle Royale (Batoru rowaiaru) (2000),2000,brutal,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
19653,125,7022,5.0,Battle Royale (Batoru rowaiaru) (2000),2000,controversial,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
19654,125,7022,5.0,Battle Royale (Batoru rowaiaru) (2000),2000,dystopia,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
19655,125,7022,5.0,Battle Royale (Batoru rowaiaru) (2000),2000,goretastic,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
19656,125,7022,5.0,Battle Royale (Batoru rowaiaru) (2000),2000,satire,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
19657,125,7022,5.0,Battle Royale (Batoru rowaiaru) (2000),2000,social commentary,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
